BPLCNM,RDNWHLADDR,SITEWHLADDR,X,Y,UPTAENM
에키노마에,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",서울특별시 광진구 자양동 227-342 롯데백화점,206217.434726027,448506.218743834,백화점
파파밸리 신세계타임스퀘어점,"서울특별시 영등포구 영중로 15, 타임스퀘어 지하1층 (영등포동4가)",서울특별시 영등포구 영등포동4가 442 타임스퀘어,191385.057392247,446098.555926507,백화점
라크루뜨 서울 현대백화점 목동점,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대하이페리온)",서울특별시 양천구 목동 916 현대하이페리온,188884.075622342,447186.888604306,백화점
장원에프엔비,"서울특별시 마포구 월드컵로 240, 홈플러스월드컵점 1층 (성산동)",서울특별시 마포구 성산동 515 월드컵주경기장,,,백화점
미스카츠 영등포롯데점,"서울특별시 영등포구 경인로 846, 지하1층 (영등포동, 롯데백화점 )",서울특별시 영등포구 영등포동 618-496 롯데백화점 지하1층,191741.345847708,445970.307641467,백화점
오사카 오지상 치즈케이크,"서울특별시 관악구 신림로 330, 타임스트림 지하1층 B101호 (신림동)",서울특별시 관악구 신림동 1641-2 타임스트림,193754.427350029,442407.201247108,백화점
앙베어베이크,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",서울특별시 강남구 압구정동 429 현대백화점본점,202358.505687227,447232.955697694,백화점
메종원스이어 노원점,"서울특별시 노원구 동일로 1414, 롯데백화점 지하1층 (상계동)",서울특별시 노원구 상계동 713 롯데백화점,205320.28476675,461419.881795004,백화점
(주)한정선,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)",서울특별시 서초구 반포동 19-3 신세계백화점 강남점 지하1층,200250.447804795,444683.220506107,백화점
이사부족발,"서울특별시 광진구 능동로 92, 지하1층 롯데백화점 식품관 (자양동)",서울특별시 광진구 자양동 227-342 롯데백화점,206217.434726027,448506.218743834,백화점
셰프초이스 시그니처,"서울특별시 도봉구 마들로11길 20, 농협창동유통센타 지하1층 (창동)",서울특별시 도봉구 창동 1-10 농협창동유통센타,204413.616574592,461378.588676784,백화점
왓어브레드,"서울특별시 노원구 동일로 1414, 롯데백화점 지하1층 (상계동)",서울특별시 노원구 상계동 713 롯데백화점,205320.28476675,461419.881795004,백화점
하츠베이커리,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대하이페리온)",서울특별시 양천구 목동 916 현대하이페리온,188884.075622342,447186.888604306,백화점
카우엔,"서울특별시 관악구 봉천로 209, 롯데백화점 지하2층 (봉천동)",서울특별시 관악구 봉천동 729-22 롯데백화점,193301.885808714,443151.561302292,백화점
제이제이디저트,"서울특별시 노원구 동일로 1414, 롯데백화점 지하1층 (상계동)",서울특별시 노원구 상계동 713 롯데백화점,205320.28476675,461419.881795004,백화점
도라온,"서울특별시 영등포구 영중로 15, 타임스퀘어 지하 1층 161호 (영등포동4가)",서울특별시 영등포구 영등포동4가 442 타임스퀘어,191385.057392247,446098.555926507,백화점
명류당티에프,"서울특별시 동대문구 왕산로 214, 청량리역,롯데백화점 4층 (전농동)","서울특별시 동대문구 전농동 547 청량리역,롯데백화점",204238.668571436,452987.485158497,백화점
오사카 오지상 치즈케이크,"서울특별시 성북구 동소문로 315, 현대백화점미아점 지하1층 (길음동)",서울특별시 성북구 길음동 20-1 현대백화점미아점,202466.801084521,456227.571720914,백화점
쉐프조,"서울특별시 서초구 신반포로 176, 지하1층 스위트파크 (반포동)",서울특별시 서초구 반포동 19-3 지하1층 스위트파크,200250.447804795,444683.220506107,백화점
주식회사 쥬노,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)",서울특별시 서초구 반포동 19-3 신세계백화점 강남점 지하1층,200250.447804795,444683.220506107,백화점
이안만두,"서울특별시 서초구 신반포로 176, 신세계백화점 지하1층 (반포동)",서울특별시 서초구 반포동 19-3 신세계백화점 지하1층,200250.447804795,444683.220506107,백화점
태양식품,"서울특별시 서초구 신반포로 176, 신세계백화점 B1 (반포동)",서울특별시 서초구 반포동 19-3 신세계백화점 B1,200250.447804795,444683.220506107,백화점
쉐프밀(chef meal),"서울특별시 강북구 도봉로 62 (미아동, 롯데백화점 지하2층)",서울특별시 강북구 미아동 70-6,202625.646264572,456875.973976242,백화점
주식회사 디프,"서울특별시 노원구 동일로 1414, 롯데백화점 지하1층 (상계동)",서울특별시 노원구 상계동 713 롯데백화점,205320.28476675,461419.881795004,백화점
케이베이커리글로벌(주),"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 지하1층 (신천동)",서울특별시 송파구 신천동 29 롯데월드타워앤드롯데월드몰,209074.900840074,445657.80932984,백화점
아띠몽(한시적),"서울특별시 강남구 압구정로 165, 현대백화점 압구정본점 지하1층 행사장 (압구정동)",서울특별시 강남구 압구정동 429 현대백화점본점,202358.505687227,447232.955697694,백화점
(주)제스트네트웍스,"서울특별시 서초구 신반포로 176, 파미에스테이션 메모리얼정션 (반포동)",서울특별시 서초구 반포동 19-3 센트럴시티,200250.447804795,444683.220506107,백화점
영준목장,"서울특별시 성북구 동소문로 315, 현대백화점미아점 B1층 (길음동)",서울특별시 성북구 길음동 20-1 현대백화점미아점,202466.801084521,456227.571720914,백화점
리은푸드,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 파미에스테이션 메모리얼 정션 (반포동)",서울특별시 서초구 반포동 19-3 센트럴시티,200250.447804795,444683.220506107,백화점
